,name,salary_from,salary_to,salary_currency,area_name,published_at
2159,Руководитель проектов/Проектный менеджер,,,,Москва,2022-12-12T12:46:26+0300
2160,Менеджер проекта,,,,Москва,2022-12-12T13:03:47+0300
2161,Team Lead C#,,,,Москва,2022-12-12T12:48:22+0300
2162,Методолог в онлайн школу Нутрициологии,,,,Москва,2022-12-12T13:45:37+0300
2163,Системный администратор,,92000.0,RUR,Москва,2022-12-12T14:32:13+0300
2164,Монтажник по подключениям,70000.0,130000.0,RUR,Санкт-Петербург,2022-12-12T12:20:41+0300
2165,Инженер-механик,,,,Ярославль,2022-12-12T14:10:00+0300
2166,Системный администратор,,,,Москва,2022-12-12T16:59:45+0300
2167,"Бизнес-аналитик на международный проект ""Дубай""",,,,Москва,2022-12-12T13:04:40+0300
2168,Менеджер проектов,,,,Тбилиси,2022-12-12T12:24:38+0300
2169,Наладчик технологического оборудования,,,,Воронеж,2022-12-12T13:31:33+0300
2170,Техник/Технолог (Кухни на заказ),,,,Краснодар,2022-12-12T15:29:05+0300
2171,Механик Отделения выварки соли,62640.0,,RUR,Новомосковск (Тульская область),2022-12-12T16:02:02+0300
2172,Java разработчик,,,,Москва,2022-12-12T12:53:28+0300
2173,Помощник программиста,30000.0,80000.0,RUR,Черкесск,2022-12-12T12:28:30+0300
2174,Оператор систем спутникового мониторинга,45000.0,52000.0,RUR,Красноярск,2022-12-12T13:46:57+0300
2175,Специалист - системный администратор Минцифры Республики Татарстан,,,,Казань,2022-12-12T16:44:23+0300
2176,Коммуникационный дизайнер (digital продукты),,,,Москва,2022-12-12T12:08:17+0300
2177,Scrum master (портал Gosuslugi.ru),,,,Москва,2022-12-12T12:59:23+0300
2178,Инженер-механик,,120000.0,RUR,Чехов,2022-12-12T14:43:32+0300
2179,Системный администратор (медицинское учреждение),70000.0,90000.0,RUR,Санкт-Петербург,2022-12-12T17:49:33+0300
2180,Разработчик Python,,,,Краснодар,2022-12-12T12:16:16+0300
2181,Менеджер по работе с партнерами / Менеджер по продажам IT,,,,Воронеж,2022-12-12T13:29:46+0300
2182,Менеджер проектов,,130000.0,RUR,Москва,2022-12-12T14:27:44+0300
2183,Заместитель директора по цифровым и информационным проектам,,,,Челябинск,2022-12-12T14:56:53+0300
2184,"Разработчик 1С: Розница, УТ",200000.0,,RUR,Москва,2022-12-12T13:42:35+0300
2185,Главный специалист в автосервис,7000000.0,8000000.0,UZS,Ташкент,2022-12-12T15:30:59+0300
2186,Помощник CTO/Junior full-stack developer (.NET/C#),,,,Москва,2022-12-12T15:53:16+0300
2187,Frontend React,,200000.0,RUR,Москва,2022-12-12T13:10:06+0300
2188,Креативный старший дизайнер,,,,Москва,2022-12-12T13:25:53+0300
2189,Оператор станков с ЧПУ,50000.0,80000.0,RUR,Ижевск,2022-12-12T13:05:45+0300
2190,Ведущий аналитик,,,,Москва,2022-12-12T17:43:59+0300
2191,Ведущий аналитик по товародвижению,,,,Москва,2022-12-12T13:13:27+0300
2192,Project Manager (табачный проект),,,,Краснодар,2022-12-12T15:43:50+0300
2193,Практикант в Центр развития бизнес-процессов,,,,Москва,2022-12-12T16:30:02+0300
2194,Аналитик,,260000.0,RUR,Москва,2022-12-12T17:50:16+0300
2195,Механик по транспорту,50000.0,,RUR,Тула,2022-12-12T12:05:10+0300
2196,Левел-дизайнер / Level-designer,20000.0,,RUR,Воронеж,2022-12-12T16:10:08+0300
2197,Токарь-универсал,120000.0,,RUR,Самара,2022-12-12T12:51:56+0300
2198,Старший разработчик / Архитектор SAS,,,,Москва,2022-12-12T15:27:40+0300
2199,Менеджер по продажам цифровых решений,,,,Астана,2022-12-12T15:54:41+0300
2200,Оператор ХШО (ученик),48000.0,68000.0,RUR,Тверь,2022-12-12T16:27:04+0300
2201,Специалист технической поддержки 1C (удаленно),50000.0,65000.0,RUR,Москва,2022-12-12T17:22:36+0300
2202,Рабочий по комплексному обслуживанию зданий,35000.0,,RUR,Ижевск,2022-12-12T14:40:43+0300
2203,Руководитель проекта (по направлению авиация),100000.0,140000.0,RUR,Зеленоград,2022-12-12T16:45:59+0300
2204,Web-программист,30000.0,,RUR,Курган,2022-12-12T13:27:56+0300
2205,Дизайнер-верстальщик на Tilda,,,,Москва,2022-12-12T17:08:36+0300
2206,Chief Product Officer (EdTech),,,,Москва,2022-12-12T15:29:17+0300
2207,Python developer (г. Томск),40000.0,100000.0,RUR,Томск,2022-12-12T13:39:55+0300
2208,Product owner (e-commerce),,,,Москва,2022-12-12T12:23:51+0300
2209,Наладчик оператор станков с ЧПУ на Фрезерный обрабатывающий центр,,,,Арамиль,2022-12-12T14:51:03+0300
2210,Начальник отдела информационных технологий,80000.0,,RUR,Красноярск,2022-12-12T12:18:19+0300
2211,Ведущий бизнес-аналитик/ Business analyst (Депозитарий),,,,Москва,2022-12-12T13:41:11+0300
2212,Младший консультант / бизнес-аналитик,,,,Москва,2022-12-12T14:53:31+0300
2213,Механик участка,,168000.0,RUR,Тюмень,2022-12-12T16:46:07+0300
2214,Процессный аналитик,,,,Москва,2022-12-12T12:02:56+0300
2215,Программист-стажер 1С,25000.0,80000.0,RUR,Воронеж,2022-12-12T15:08:49+0300
2216,Ведущий дизайнер,60000.0,,RUR,Ижевск,2022-12-12T14:39:48+0300
2217,Начинающий технический специалист/оператор станка,30000.0,35000.0,RUR,Волгоград,2022-12-12T14:59:59+0300
2218,Ведущий программист,27000.0,,RUR,Йошкар-Ола,2022-12-12T17:24:15+0300
2219,Ведущий системный аналитик (front\ back),,,,Москва,2022-12-12T15:27:52+0300
2220,Fullstack junior разработчик (laravel/vue.js/php),50000.0,150000.0,RUR,Москва,2022-12-12T13:23:18+0300
2221,PHP разработчик (Yii2),80000.0,100000.0,RUR,Подольск (Московская область),2022-12-12T12:32:26+0300
2222,Координатор проектов по экспорту (со знанием английского языка),,,,Ярославль,2022-12-12T16:04:17+0300
2223,Разработчик / Ведущий разработчик .Net/C#,,,,Минск,2022-12-12T14:20:24+0300
2224,Программист 1С - Home office,100000.0,150000.0,RUR,Москва,2022-12-12T14:10:06+0300
2225,Программист,22000.0,28000.0,RUR,Тамбов,2022-12-12T17:35:28+0300
2226,QA Automation Engineer (Python),,,,Москва,2022-12-12T15:22:43+0300
2227,Middle System Analyst,,250000.0,RUR,Москва,2022-12-12T13:28:46+0300
2228,Старший проектный менеджер в команду ценности подписки Плюс,,,,Москва,2022-12-12T17:45:21+0300
2229,3д Визуализатор - Дизайнер Интерьера,30000.0,80000.0,KGS,Бишкек,2022-12-12T17:46:28+0300
2230,Специалист технической поддержки,60000.0,,RUR,Владимир,2022-12-12T15:07:21+0300
2231,Менеджер по продукту (Умные девайсы),,,,Москва,2022-12-12T15:08:08+0300
2232,"Backend разработчик Middle +, Senior (Python, Go)",200000.0,,RUR,Москва,2022-12-12T16:51:41+0300
2233,Продуктовый дизайнер (Дизайн система),,,,Москва,2022-12-12T16:58:06+0300
2234,Руководитель направления образовательных проектов (Fashion индустрия),,,,Москва,2022-12-12T16:41:20+0300
2235,Эксперт по внедрению платформы процессного управления,250000.0,,RUR,Краснодар,2022-12-12T14:53:50+0300
2236,Системный администратор,65000.0,,RUR,Бугульма,2022-12-12T16:27:34+0300
2237,Frontend-разработчик,,,,Санкт-Петербург,2022-12-12T12:45:47+0300
2238,Системный администратор,,,,Москва,2022-12-12T12:11:38+0300
2239,Системный администратор,,60000.0,RUR,Санкт-Петербург,2022-12-12T14:55:30+0300
2240,Руководитель проекта,,,,Санкт-Петербург,2022-12-12T16:20:02+0300
2241,Инженер по обслуживанию медицинской техники,2000.0,,BYR,Минск,2022-12-12T17:24:34+0300
2242,Главный системный аналитик,,,,Москва,2022-12-12T13:28:43+0300
2243,Технолог/Оператор Чпу,1500.0,,BYR,Минск,2022-12-12T12:45:42+0300
2244,Frontend-разработчик,,,,Томск,2022-12-12T12:45:42+0300
2245,Главный эксперт отдела развития инфраструктуры (архитектор вычислительной инфраструктуры),,160000.0,RUR,Махачкала,2022-12-12T14:31:54+0300
2246,Инженер-наладчик КИПиА,115000.0,,RUR,Москва,2022-12-12T17:25:09+0300
2247,Software Engineer,,,,Москва,2022-12-12T14:38:20+0300
2248,Atlassian engineer,,,,Санкт-Петербург,2022-12-12T17:46:20+0300
2249,Руководитель отдела технической поддержки пользователей (L1),,,,Нижний Новгород,2022-12-12T13:21:58+0300
2250,Technical Support Specialist,,,,Тбилиси,2022-12-12T15:31:44+0300
2251,Специалист по тестированию на проникновение (Pentester),,,,Москва,2022-12-12T14:14:06+0300
2252,Токарь 4-6 разряд,30000.0,,RUR,Оренбург,2022-12-12T14:45:56+0300
2253,Специалист технической поддержки на чатах,33000.0,38000.0,RUR,Ульяновск,2022-12-12T12:26:58+0300
2254,Оператор станков с ЧПУ,50000.0,70000.0,RUR,Набережные Челны,2022-12-12T15:17:43+0300
2255,Менеджер по маркетингу (Smart City),,,,Москва,2022-12-12T16:58:44+0300
2256,Координатор проектов по экспорту (со знанием английского языка),,,,Санкт-Петербург,2022-12-12T16:04:34+0300
2257,Главный эксперт отдела развития инфраструктуры (архитектор вычислительной инфраструктуры),,160000.0,RUR,Самара,2022-12-12T14:31:54+0300
2258,Техник/Технолог (Кухни на заказ),,,,Ростов-на-Дону,2022-12-12T15:29:05+0300
2259,Бизнес-аналитик (Москва),,,,Москва,2022-12-12T14:56:30+0300
2260,Методолог,60000.0,70000.0,RUR,Пермь,2022-12-12T13:51:28+0300
2261,Менеджер по продажам IT продукта,1600.0,2500.0,BYR,Минск,2022-12-12T15:23:31+0300
2262,Fullstack-разработчик (Node.js + React/Angular),,70000.0,RUR,Казань,2022-12-12T12:40:59+0300
2263,Наладчик станков с ЧПУ,135000.0,145000.0,RUR,Самара,2022-12-12T13:25:48+0300
2264,Специалист по информационной безопасности,49000.0,49000.0,RUR,Ярославль,2022-12-12T15:33:25+0300
2265,Системный аналитик (Обеспечение наличного денежного обращения),,,,Москва,2022-12-12T14:38:59+0300
2266,Фрезеровщик 4-5 разряда,60000.0,65000.0,RUR,Воронеж,2022-12-12T12:59:29+0300
2267,"QA Automation Engineer в финтех компанию (Кипр, удаленно)",3000.0,,EUR,Москва,2022-12-12T14:28:25+0300
2268,Графический дизайнер,25000.0,,KGS,Бишкек,2022-12-12T12:23:47+0300
2269,Супервайзер проекта,45000.0,,RUR,Пенза,2022-12-12T16:02:05+0300
2270,Бизнес - аналитик (в команду BI),,,,Москва,2022-12-12T16:17:21+0300
2271,Программист 1C (Альтон),40000.0,,RUR,Москва,2022-12-12T16:50:05+0300
2272,Системный администратор/Ведущий системный администратор (офис+ удаленка),150000.0,200000.0,RUR,Москва,2022-12-12T13:23:48+0300
2273,Junior/Middle PHP Developer,,,,Минск,2022-12-12T13:24:30+0300
2274,Токарь на трубонарезной станок,100000.0,,RUR,Воронеж,2022-12-12T14:59:54+0300
2275,Project Manager,,,,Москва,2022-12-12T14:01:47+0300
2276,Аналитик в отдел коммерческого прогнозирования,,,,Москва,2022-12-12T17:44:32+0300
2277,Редактор-инфографер,80000.0,80000.0,RUR,Москва,2022-12-12T14:41:51+0300
2278,PHP-разработчик (Laravel) \ Программист Laravel,60000.0,120000.0,RUR,Краснодар,2022-12-12T17:45:21+0300
2279,Тестировщик ПО,,,,Москва,2022-12-12T16:45:16+0300
2280,Системный администратор,70000.0,,RUR,Москва,2022-12-12T15:04:06+0300
2281,Разработчик PHP,,,,Казань,2022-12-12T14:55:34+0300
2282,Старший аналитик данных,,,,Москва,2022-12-12T16:59:58+0300
2283,Руководитель группы контента (медицинская тематика),,,,Москва,2022-12-12T13:44:48+0300
2284,Токарь-универсал,120000.0,,RUR,Нижний Новгород,2022-12-12T12:51:56+0300
2285,Аналитик по описанию бизнес-процессов,,,,Москва,2022-12-12T13:56:35+0300
2286,Старший менеджер проекта,,,,Нижний Тагил,2022-12-12T12:09:10+0300
2287,"Web-программист (PHP, JS)",,,,Москва,2022-12-12T17:37:26+0300
2288,Сервисный специалист (систем очистки воды),60000.0,120000.0,RUR,Москва,2022-12-12T13:58:25+0300
2289,"Специалист технической поддержки iiko, штрих-м второй линии (удаленно)",45000.0,,RUR,Краснодар,2022-12-12T15:42:43+0300
2290,Android-разработчик НаСпорте,,,,Москва,2022-12-12T15:03:47+0300
2291,Техник- электрик,50000.0,,RUR,Санкт-Петербург,2022-12-12T14:14:48+0300
2292,Главный инженер разработки (фронт),,,,Москва,2022-12-12T15:29:14+0300
2293,Шлифовщик,60000.0,80000.0,RUR,Москва,2022-12-12T15:45:27+0300
2294,Systems administrator (Windows),,,,Москва,2022-12-12T16:56:50+0300
2295,Senior \ Middle QA Engineer,,,,Москва,2022-12-12T13:19:00+0300
2296,Координатор проектов по экспорту (со знанием английского языка),,,,Владимир,2022-12-12T16:04:08+0300
2297,Специалист отдела управления проектами,35000.0,,RUR,Новороссийск,2022-12-12T16:32:37+0300
2298,Старший специалист контроля качества звонков,37000.0,37000.0,RUR,Брянск,2022-12-12T12:10:50+0300
2299,Аналитик,,,,Тверь,2022-12-12T17:44:46+0300
2300,Программист 1С,,,,Орел,2022-12-12T14:50:10+0300
2301,Сервисный инженер (приходящий),,,,Ростов-на-Дону,2022-12-12T13:19:00+0300
2302,Токарь-универсал,105000.0,130000.0,RUR,Борисоглебский,2022-12-12T15:43:52+0300
2303,Токарь-универсал,105000.0,130000.0,RUR,Севск,2022-12-12T15:43:46+0300
2304,Токарь-универсал,105000.0,130000.0,RUR,Камызяк,2022-12-12T15:43:48+0300
2305,Localization Engineer,,,,Москва,2022-12-12T17:44:00+0300
2306,Technical Account Manager,,,,Москва,2022-12-12T17:44:00+0300
2307,Бизнес-аналитик,,,,Москва,2022-12-12T14:17:44+0300
2308,Механик транспортного цеха,70000.0,100000.0,RUR,Сургут,2022-12-12T16:27:17+0300
2309,Токарь-универсал,105000.0,130000.0,RUR,Сергиевск,2022-12-12T15:43:44+0300
2310,Product manager (HR Operations),,,,Москва,2022-12-12T14:22:53+0300
2311,Специалист по проектам,,,,Караганда,2022-12-12T13:56:18+0300
2312,Руководитель проекта (SAP),,,,Красноярск,2022-12-12T13:34:01+0300
2313,Дизайнер,850.0,1150.0,BYR,Витебск,2022-12-12T16:22:49+0300
2314,Математик-алгоритмист (Junior),,,,Москва,2022-12-12T17:43:03+0300
2315,Специалист группы мониторинга,,,,Воронеж,2022-12-12T13:33:24+0300
2316,Графический дизайнер,,,,Москва,2022-12-12T13:50:05+0300
2317,Креативный старший копирайтер,,,,Москва,2022-12-12T13:29:29+0300
2318,Back-end разработчик,60000.0,240000.0,RUR,Москва,2022-12-12T15:01:31+0300
2319,Motion Designer (Mobile marketing) / Моушн Дизайнер,,,,Москва,2022-12-12T13:48:43+0300
2320,Главный механик/механик,80000.0,100000.0,RUR,Липецк,2022-12-12T16:20:18+0300
2321,Редактор сайта,40000.0,,RUR,Иваново (Ивановская область),2022-12-12T13:14:10+0300
2322,Аналитик отдела продаж,,,,Москва,2022-12-12T15:12:56+0300
2323,Бизнес-аналитик,,,,Москва,2022-12-12T15:38:00+0300
2324,Токарь-универсал,100000.0,,RUR,Челябинск,2022-12-12T14:19:58+0300
2325,Руководитель направления экспертизы HR процессов,,,,Санкт-Петербург,2022-12-12T13:38:27+0300
2326,Продуктовый аналитик,,,,Москва,2022-12-12T12:04:01+0300
2327,Middle+ C# Разработчик,,,,Москва,2022-12-12T13:45:41+0300
2328,Токарь-расточник на завод,124000.0,,RUR,Павлово,2022-12-12T15:27:50+0300
2329,Графический дизайнер,109676.0,109676.0,RUR,Санкт-Петербург,2022-12-12T13:45:27+0300
2330,Директор Департамента исследований и аналитики,,,,Москва,2022-12-12T12:44:14+0300
2331,Токарь-карусельщик,125000.0,250000.0,RUR,Екатеринбург,2022-12-12T13:15:03+0300
2332,Разработчик программного обеспечения,200000.0,,RUR,Ижевск,2022-12-12T15:30:46+0300
2333,Программист/разработчик (коммерческая недвижимость),100000.0,,RUR,Москва,2022-12-12T16:18:13+0300
2334,Рабочий на производство/станочник по металлу (ученик),1200.0,,BYR,Минск,2022-12-12T15:57:53+0300
2335,Программист 1C 8,6000.0,,BYR,Минск,2022-12-12T15:52:50+0300
2336,Токарь-универсал,105000.0,130000.0,RUR,Санкт-Петербург,2022-12-12T15:43:54+0300
2337,Frontend-разработчик,,,,Казань,2022-12-12T16:27:12+0300
2338,Разработчик 1С,150000.0,200000.0,RUR,Санкт-Петербург,2022-12-12T17:04:54+0300
2339,Менеджер поддержки партнеров,45000.0,55000.0,RUR,Ульяновск,2022-12-12T14:21:52+0300
2340,Системный администратор,75000.0,,RUR,Люберцы,2022-12-12T13:21:22+0300
2341,Техник по эксплуатации зданий,65000.0,,RUR,Электросталь,2022-12-12T13:53:38+0300
2342,Токарь-универсал (станок 16к20),55000.0,,RUR,Москва,2022-12-12T15:32:13+0300
2343,Разработчик Python (Middle+),120000.0,230000.0,RUR,Москва,2022-12-12T16:01:16+0300
2344,Оператор станков с ЧПУ (листогибочный станок),1800.0,2500.0,BYR,Минск,2022-12-12T15:59:53+0300
2345,Ведущий специалист отдела сводного учета и администрирования,107441.0,,RUR,Москва,2022-12-12T13:39:33+0300
2346,Инженер технической поддержки (2 линия),120000.0,120000.0,RUR,Дмитров,2022-12-12T13:02:06+0300
2347,Инженер-программист,,,,Москва,2022-12-12T14:20:10+0300
2348,Токарь-универсал,105000.0,130000.0,RUR,Курск,2022-12-12T15:43:49+0300
2349,Токарь-универсал,120000.0,,RUR,Тольятти,2022-12-12T12:51:56+0300
2350,Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Кыштым,2022-12-12T15:12:44+0300
2351,Специалист технической поддержки,65000.0,,RUR,Домодедово,2022-12-12T15:49:12+0300
2352,Программист 1С,,,,Ярославль,2022-12-12T14:50:10+0300
2353,Системный администратор,45000.0,50000.0,RUR,Москва,2022-12-12T15:52:51+0300
2354,Программист 1С,,,,Нижний Новгород,2022-12-12T14:50:10+0300
2355,Frontend-разработчик (Angular),,,,Москва,2022-12-12T13:23:56+0300
2356,Токарь-универсал,105000.0,130000.0,RUR,Сургут,2022-12-12T15:43:50+0300
2357,Специалист по информационной безопасности,,,,Тюмень,2022-12-12T13:06:01+0300
2358,Специалист по сопровождению 1С,40000.0,65000.0,RUR,Брянск,2022-12-12T16:35:47+0300
2359,Специалист службы технической поддержки,39000.0,,RUR,Пермь,2022-12-12T15:09:27+0300
2360,Системный администратор,30000.0,45000.0,RUR,Азов,2022-12-12T17:58:09+0300
2361,Бизнес-аналитик,,,,Екатеринбург,2022-12-12T12:21:26+0300
2362,Токарь-универсал,105000.0,130000.0,RUR,Теплая Гора,2022-12-12T15:43:44+0300
2363,Механик-диспетчер/механик по выпуску транспорта,,,,Москва,2022-12-12T16:51:23+0300
2364,Заместитель начальника управления ИТ,,,,Москва,2022-12-12T15:45:14+0300
2365,Креативный копирайтер,90000.0,90000.0,RUR,Москва,2022-12-12T14:41:53+0300
2366,Наладчик-оператор ЧПУ,50000.0,,RUR,Махачкала,2022-12-12T14:47:00+0300
2367,Менеджер проектов в госсекторе,,,,Москва,2022-12-12T15:45:53+0300
2368,Аналитик,,,,Москва,2022-12-12T13:34:04+0300
2369,QA engineer Auto (Python),,,,Москва,2022-12-12T15:20:17+0300
2370,Сборщик РЭА и приборов/сервисный инженер,50000.0,60000.0,RUR,Санкт-Петербург,2022-12-12T16:08:56+0300
2371,Технический специалист/Инженер по сервису,80000.0,,RUR,Москва,2022-12-12T12:16:39+0300
2372,Data Engineer,,,,Москва,2022-12-12T13:35:46+0300
2373,"Старший аналитик (прогнозирование, пополнение)",,,,Москва,2022-12-12T12:16:39+0300
2374,Токарь-универсал,105000.0,130000.0,RUR,Сим,2022-12-12T15:43:50+0300
2375,Middle Python Developer,,,,Москва,2022-12-12T17:14:41+0300
2376,Ведущий разработчик (VDI),,,,Москва,2022-12-12T16:44:32+0300
2377,"Специалист технической поддержки, Ozon Tech (Чапаевск)",,,,Чапаевск,2022-12-12T12:46:44+0300
2378,Веб-программист,,,,Санкт-Петербург,2022-12-12T13:21:40+0300
2379,Дизайнер коммуникаций (Дзен),,,,Москва,2022-12-12T16:42:36+0300
2380,Руководитель направления по защите персональных данных,,,,Москва,2022-12-12T17:13:49+0300
2381,Системный администратор,40000.0,60000.0,RUR,Ростов-на-Дону,2022-12-12T15:42:35+0300
2382,Токарь-универсал,105000.0,130000.0,RUR,Жуков,2022-12-12T15:43:44+0300
2383,ИТ-специалист (начинающий системный администратор) / оператор по наполнению сайта,90000.0,100000.0,KZT,Шымкент,2022-12-12T14:12:34+0300
2384,Специалист по информационным ресурсам,31000.0,31000.0,RUR,Псков,2022-12-12T15:05:57+0300
2385,IT Project Manager (Middle),,,,Минск,2022-12-12T16:51:47+0300
2386,Инженер-тестировщик,,,,Уфа,2022-12-12T12:51:56+0300
2387,Руководитель филиала IT-компании,100000.0,,RUR,Пермь,2022-12-12T17:15:34+0300
2388,Android developer Middle / Senior (офис),,,,Казань,2022-12-12T16:18:49+0300
2389,Ведущий бизнес - аналитик (Team Lead),,,,Санкт-Петербург,2022-12-12T16:16:34+0300
2390,Монтажник слаботочных систем,45000.0,80000.0,RUR,Казань,2022-12-12T13:23:18+0300
2391,Руководитель IT проектов,,,,Краснодар,2022-12-12T14:33:14+0300
2392,Слесарь заготовительного участка,40000.0,50000.0,RUR,Мурманск,2022-12-12T16:27:29+0300
2393,Продюсер офлайн проектов,,,,Москва,2022-12-12T15:36:14+0300
2394,IT-специалист,,,,Набережные Челны,2022-12-12T13:30:54+0300
2395,Мастер по ремонту холодильного оборудования,110000.0,120000.0,RUR,Омск,2022-12-12T13:32:29+0300
2396,Менеджер IT проектов,,,,Новосибирск,2022-12-12T14:38:24+0300
2397,Дизайнер интерьеров,60000.0,,RUR,Псков,2022-12-12T14:45:50+0300
2398,Токарь,115000.0,125000.0,RUR,Санкт-Петербург,2022-12-12T13:13:01+0300
2399,Технический руководитель проектов,,,,Москва,2022-12-12T15:42:18+0300
2400,Наладчик станков с ЧПУ,80000.0,,RUR,Набережные Челны,2022-12-12T16:00:09+0300
2401,Web-developer / Веб-программист,,,,Воронеж,2022-12-12T13:35:08+0300
2402,Техник,50000.0,,RUR,Санкт-Петербург,2022-12-12T13:29:57+0300
2403,Редактор-стилист (английский язык),,,,Москва,2022-12-12T13:13:43+0300
2404,Оператор станков с ЧПУ,50000.0,70000.0,RUR,Златоуст,2022-12-12T13:27:19+0300
2405,Ведущий инженер-аналитик по эксплуатации,,,,Москва,2022-12-12T12:16:20+0300
2406,Системный администратор,50000.0,,RUR,Сыктывкар,2022-12-12T16:22:53+0300
2407,Журналист,30000.0,30000.0,RUR,Нижний Тагил,2022-12-12T15:47:55+0300
2408,Специалист по сопровождению 1С,,,,Санкт-Петербург,2022-12-12T17:23:48+0300
2409,Инженер по автоматизированным системам управления,,,,Новосибирск,2022-12-12T12:29:05+0300
2410,Frontend-разработчик,,,,Новосибирск,2022-12-12T16:27:12+0300
2411,Инженер IT и связи,45.0,60000.0,RUR,Челябинск,2022-12-12T13:21:50+0300
2412,Менеджер проектов,,,,Москва,2022-12-12T17:40:36+0300
2413,Project Manager (Менеджер Проектов),30000.0,,RUR,Новочеркасск,2022-12-12T16:57:05+0300
2414,"Токарь (16К20), Нижний Новгород",107000.0,,RUR,Нижний Новгород,2022-12-12T12:28:56+0300
2415,Программист-разработчик,,,,Пенза,2022-12-12T16:48:44+0300
2416,Сервисный инженер (флексографические машины),90000.0,,RUR,Москва,2022-12-12T17:49:21+0300
2417,Заместитель руководителя отдела технологий продуктовых систем,,,,Москва,2022-12-12T16:36:07+0300
2418,Токарь-универсал,105000.0,130000.0,RUR,Новобатайск,2022-12-12T15:43:51+0300
2419,Оператор станка лазерной резки,40000.0,,RUR,Чебоксары,2022-12-12T12:13:05+0300
2420,Графический дизайнер,80000.0,,RUR,Москва,2022-12-12T12:45:49+0300
2421,Программист,80000.0,80000.0,RUR,Симферополь,2022-12-12T13:14:13+0300
2422,Менеджер проекта,85000.0,,RUR,Москва,2022-12-12T12:04:08+0300
2423,Аналитик данных,,,,Москва,2022-12-12T17:26:07+0300
2424,Программист 1С,50000.0,,RUR,Новосибирск,2022-12-12T12:03:50+0300
2425,Менеджер по продукту OmniChannel,,,,Москва,2022-12-12T15:27:45+0300
2426,Координатор проектов по экспорту (со знанием английского языка),,,,Нижний Новгород,2022-12-12T16:04:13+0300
2427,Инженер по кибербезопасности,,,,Москва,2022-12-12T16:43:30+0300
2428,Product-manager на направление интернет-магазинов и e-commerce,70000.0,,RUR,Вологда,2022-12-12T17:59:25+0300
2429,Контент-маркетолог,,,,Москва,2022-12-12T16:30:50+0300
2430,Frontend-разработчик,,,,Пермь,2022-12-12T16:27:12+0300
2431,Токарь-универсал,105000.0,130000.0,RUR,Красновишерск,2022-12-12T15:43:53+0300
2432,Менеджер по проектному управлению (методолог),,,,Москва,2022-12-12T15:13:59+0300
2433,Начальник отдела по учету ГСМ (горюче-смазочных материалов),,,,Нягань,2022-12-12T13:21:06+0300
2434,Аналитик новых товаров для маркетплейсов (закупки),100000.0,,RUR,Краснодар,2022-12-12T17:44:47+0300
2435,Менеджер ИТ продукта,,,,Москва,2022-12-12T16:32:23+0300
2436,PHP-разработчик,,,,Москва,2022-12-12T12:04:23+0300
2437,Программист JS,105000.0,215000.0,RUR,Новосибирск,2022-12-12T15:33:11+0300
2438,Главный менеджер по сопровождению кредитного портфеля,93600.0,,RUR,Москва,2022-12-12T13:52:28+0300
2439,Механик,45000.0,,RUR,Ленинский (Тульская область),2022-12-12T13:23:19+0300
2440,Java-разработчик (Департамент по инструментам и технологиям выпуска версий и тестированию),,,,Москва,2022-12-12T13:24:04+0300
2441,Корреспондент (специалист),,,,Нижнекамск,2022-12-12T13:34:04+0300
2442,QA Specialist,,,,Минск,2022-12-12T17:15:50+0300
2443,Ревизор (Запад Москвы и Московской области),64000.0,64000.0,RUR,Одинцово,2022-12-12T13:13:22+0300
2444,Токарь-универсал,105000.0,130000.0,RUR,Новомичуринск,2022-12-12T15:43:54+0300
2445,Инженер по информационной безопасности,,,,Ташкент,2022-12-12T12:00:40+0300
2446,Наладчик-оператор станков с ЧПУ,,,,Тула,2022-12-12T14:35:28+0300
2447,Аналитик (HR),,,,Москва,2022-12-12T12:32:53+0300
2448,Начальник службы мониторинга и реагирования,,,,Москва,2022-12-12T13:29:14+0300
2449,Product owner (Направление закупок),,,,Москва,2022-12-12T14:46:28+0300
2450,Продуктовый аналитик (Retail Project Office),,,,Москва,2022-12-12T16:27:32+0300
2451,Грантрайтер / Менеджер по грантам,,,,Москва,2022-12-12T15:10:51+0300
2452,Системный аналитик,,,,Санкт-Петербург,2022-12-12T15:38:00+0300
2453,Директор департамента управления проектами,,,,Москва,2022-12-12T17:44:11+0300
2454,Фрезеровщик,110000.0,,RUR,Уфа,2022-12-12T12:14:59+0300
2455,Менеджер по аналитике данных/Data аналитик/Аналитик данных,,,,Москва,2022-12-12T17:39:22+0300
2456,Дизайнер-верстальщик,40000.0,,RUR,Ульяновск,2022-12-12T12:13:00+0300
2457,Инженер технической поддержки,40000.0,47500.0,RUR,Обнинск,2022-12-12T16:03:44+0300
2458,Токарь-универсал,105000.0,130000.0,RUR,Белоусово,2022-12-12T15:43:47+0300
2459,Product Manager,,,,Москва,2022-12-12T15:33:48+0300
2460,Токарь-универсал,105000.0,130000.0,RUR,Тула,2022-12-12T15:43:48+0300
2461,Токарь-универсал,105000.0,130000.0,RUR,Оренбург,2022-12-12T15:43:53+0300
2462,Токарь,110000.0,,RUR,Волгоград,2022-12-12T12:16:06+0300
2463,Инженер-программист,,,,Минск,2022-12-12T16:59:24+0300
2464,Токарь-универсал,105000.0,130000.0,RUR,Култаево,2022-12-12T15:43:44+0300
